id,text,similarity,title
31,The exponential replication of DNA afforded by the PCR process allows for excellent diagnostic sensitivity and specificity,0.7430060882871415,Future Veterinary Diagnostics
5,• We demonstrate a novel approach using healthcare utilization data to evaluate the sensitivity and representativeness of severe infectious disease surveillance in Bangladesh,0.7412810487307914,Evaluating Hospital-Based Surveillance for Outbreak Detection in Bangladesh: Analysis of Healthcare Utilization Data
16, Samples with discordant results between the routine tests and xTAG GPP were tested by singleplex PCR and sequencing,0.7365130521526692,xMAP Technology: Applications in Detection of Pathogens
17, High throughput deep sequencing methods have been proposed as tools for monitoring genetic consistency of live viral vaccines,0.7355036689800458,Applications of Next-Generation Sequencing Technologies to Diagnostic Virology
31, This comprehensive and unbiased analysis of viral prevalence in a given biological sample also increases the feasibility of introducing molecular testing for viruses that are easily detected using classical diagnostic testing methods,0.7333342778183098,Future Veterinary Diagnostics
31, 20 Innovative strategies using biomarkers represent alternative strategies for reliable cancer testing and for detecting clinical markers predictive of cardiovascular and other diseases,0.729318273412918,Future Veterinary Diagnostics
31, The integration of DNA and protein-based microarray methods may extend the range of rapid clinical diagnostic testing,0.7273859330108342,Future Veterinary Diagnostics
26,Bacterial antigen detection tests should be considered obsolete,0.7243883448604741,"Establishing benchmarks and metrics for disruptive technologies, inappropriate and obsolete tests in the clinical laboratory"
16,The MBMNA method for more effective detection and genotyping of H5N1 viral isolates from clinical samples comprising pharyngeal swabs and tracheal aspirates was developed and its efficiency was compared with RT-PCR and qPCR (Zou et al,0.7208745700804698,xMAP Technology: Applications in Detection of Pathogens
26," Obsolete tests in the microbiology laboratory include bacterial antigen detection tests, Group B Streptococcus antigen (GBS) testing and HIV-1 Western blot",0.7207632362780461,"Establishing benchmarks and metrics for disruptive technologies, inappropriate and obsolete tests in the clinical laboratory"
