id,text,similarity,title
10,M embers of racial and ethnic minorities and underserved population groups suffer disproportionately from the consequences of disasters and emergencies,0.6639168129367784,Communications in Public Health Emergency Preparedness: A Systematic Review of the Literature
28,Vulnerable populations: A number of gaps pertaining to vulnerable populations were noted,0.6473245334186006,The evidence base of primary research in public health emergency preparedness: a scoping review and stakeholder consultation
9," These disparities require greater consideration of factors influencing inequities in pediatric pandemic preparedness, including population density, socioeconomic status, relative isolation, and available resources",0.5800613892912421,Pandemic planning in pediatric care: A website policy review and national survey data
16,"People living in the same urban neighbourhoods may be heterogeneous in terms of socioeconomic characteristics, and individual socioeconomic homogeneity within urban neighbourhoods generally increases as the neighbourhood size decreases",0.5684537193565424,EVIDENCE BASED PUBLIC HEALTH POLICY AND PRACTICE Avoidable mortality by neighbourhood income in Canada: 25 years after the establishment of universal health insurance
6," Most BC documents explicitly identified First Nations/ Aboriginal peoples, and strongly emphasized the importance of developing culturally-appropriate programmes in partnership with Aboriginal communities and other diverse groups such as immigrants and refugees [31] ",0.5590555801110473,Public health human resources: a comparative analysis of policy documents in two Canadian provinces
16, They concluded that medical care contributed to the widening mortality differences between socioeconomic groups,0.5425352800771537,EVIDENCE BASED PUBLIC HEALTH POLICY AND PRACTICE Avoidable mortality by neighbourhood income in Canada: 25 years after the establishment of universal health insurance
10, 9 Poorer households tend to have poorer coping strategies and suffer consequences over the longer term,0.5418980613992788,Communications in Public Health Emergency Preparedness: A Systematic Review of the Literature
6," In ON, low-income individuals and Aboriginal populations were also identified as examples of priority populations; however, the focus on Aboriginal populations is less obvious in ON documents",0.540990621264154,Public health human resources: a comparative analysis of policy documents in two Canadian provinces
1,Militaries and nonstate actors alike are using health interventions to serve their political aims in conflict situations,0.5393434143617755,Global Health and Foreign Policy
6, Both the BC Core Public Health Functions and Ontario Public Health Standards discuss the importance of public health addressing the specific needs of those populations considered vulnerable or at-risk; BC refers to populations of concern or vulnerable populations while ON uses the term priority populations,0.5385220377027962,Public health human resources: a comparative analysis of policy documents in two Canadian provinces
