id,text,similarity,title
5," The health care burden was assumed to be high, having major resource implications and occupational safety concerns for health care workers",0.8616343984167619,Pandemic H1N1 in Canada and the use of evidence in developing public health policies e A policy analysis
38, Previous research on a health emergency management assessment system typically targeted certain types of public health emergencies and lacked the exploration of health emergency management assessment systems based on the commonality of multiple types of public health emergencies,0.8608144093241222,Evaluation of Public Health Emergency Management in China: A Systematic Review
16, It has been suggested that medical care has played a limited role in reducing health disparities and that future health policies should be oriented towards public health initiatives in order to improve health and reduce health inequalities at the population level,0.8591174966808333,EVIDENCE BASED PUBLIC HEALTH POLICY AND PRACTICE Avoidable mortality by neighbourhood income in Canada: 25 years after the establishment of universal health insurance
28,Public health considerations for sheltering and evacuation: Gaps in this initial theme related to understanding the logistics and implementation challenges for public health measures such as evacuation,0.8561208481253262,The evidence base of primary research in public health emergency preparedness: a scoping review and stakeholder consultation
16, 3 4 Persisting health disparities have led to important debates regarding access to and use of health services offered by Canada's universal health insurance system,0.8553103934580994,EVIDENCE BASED PUBLIC HEALTH POLICY AND PRACTICE Avoidable mortality by neighbourhood income in Canada: 25 years after the establishment of universal health insurance
38," Future research should explore the optimal methods of realizing China's health emergency management, evaluate relevance and commonality, and develop sound and applicable standardization of health emergency management assessment systems to meet the developing requirements of potential emergencies in China",0.8548870323176961,Evaluation of Public Health Emergency Management in China: A Systematic Review
17,"Issues centre on insurance, monitoring medical practices and malpractice -both insurance for the doctors and prosecution for poor medical services provided during medical tourism",0.8544645350963738,Tourism policy issues for today
38," Laws, regulations and policy bases for health emergency management assessment also need to attend to differences and linkages between national health emergencies and national emergency laws, regulations, and policies",0.8533636118117974,Evaluation of Public Health Emergency Management in China: A Systematic Review
36," These include ethical analysis of public health measures such as quarantine, isolation, protection of health care workers, and travel restrictions",0.8526511458397129,Risk Management and Healthcare Policy Dovepress Critical role of ethics in clinical management and public health response to the West Africa Ebola epidemic
20, Increased use of automated reporting may decrease the burden on health care and public health workers and allow for more complete reporting of potential cases of public health importance,0.852446614097378,BMC Public Health Beyond traditional surveillance: applying syndromic surveillance to developing settings -opportunities and challenges
