id,text,similarity,title
10, Viswanath and colleagues developed an explanatory framework of how inequalities in public health emergency preparedness outcomes attributable to social determinants could potentially be explained by inequalities on various dimensions of public health emergency preparedness,0.8647885755334768,Communications in Public Health Emergency Preparedness: A Systematic Review of the Literature
4,The public health regulatory system is insufficient,0.8603910587768994,Investigating public health emergency response information system initiatives in China
8," 36A lack of consistent and sustainable funding is hampering the necessary expansion and improvement of public health surveillance systems at local, state, and national public health agencies",0.8561069076906452,Steps to a Sustainable Public Health Surveillance Enterprise Steps to a Sustainable Public Health Surveillance Enterprise A Commentary from the International Society for Disease Surveillance Steps to a Sustainable Public Health Surveillance Enterprise OJPHI
16, It has been suggested that medical care has played a limited role in reducing health disparities and that future health policies should be oriented towards public health initiatives in order to improve health and reduce health inequalities at the population level,0.8506449669111772,EVIDENCE BASED PUBLIC HEALTH POLICY AND PRACTICE Avoidable mortality by neighbourhood income in Canada: 25 years after the establishment of universal health insurance
8, 4 Disease or program-specific funding also exacerbates program vulnerability to funding and budgetary cuts,0.8489503545681304,Steps to a Sustainable Public Health Surveillance Enterprise Steps to a Sustainable Public Health Surveillance Enterprise A Commentary from the International Society for Disease Surveillance Steps to a Sustainable Public Health Surveillance Enterprise OJPHI
10, The understanding of communication behaviors at different stages of public health emergencies will help public health authorities to plan for strategic communication efforts in future emergencies,0.847657501195727,Communications in Public Health Emergency Preparedness: A Systematic Review of the Literature
28,Public health considerations for sheltering and evacuation: Gaps in this initial theme related to understanding the logistics and implementation challenges for public health measures such as evacuation,0.8476487784065171,The evidence base of primary research in public health emergency preparedness: a scoping review and stakeholder consultation
10," It helps mitigate the risks, supports the implementation of protective actions, and contributes to minimizing negative mental health impacts of disasters",0.8467586700664484,Communications in Public Health Emergency Preparedness: A Systematic Review of the Literature
3, 8 Another challenge underpinning low national preparedness capacities is insufficient investment in human capital and poor continuity planning,0.8459036114304581,Health security capacities in the context of COVID-19 outbreak: an analysis of International Health Regulations annual report data from 182 countries
35, The critical need to increase our public health preparedness makes these educational issues even more urgent,0.8428342503456726,A Consensus Action Agenda for Achieving the National Health Information Infrastructure
