id,text,similarity,title
36, OSHA develops and enforces workplace regulations on respiratory protection,0.6113670668255456,Commentary Considerations for Recommending Extended Use and Limited Reuse of Filtering Facepiece Respirators in Health Care Settings
48," Despite its importance, proper PPE use and respiratory protection compliance in healthcare is lacking",0.5933156116678252,Assessing the efficacy of tabs on filtering facepiece respirator straps to increase proper doffing techniques while reducing contact transmission of pathogens HHS Public Access
9," Thus, the health care sector must plan to address these foreseeable shortages",0.5759424965609997,User acceptance of reusable respirators in health care
13," 2 The US Occupational Safety and Health Administration (OSHA) issued guidance in 2007 for workplace preparedness, including control measures appropriate for a pandemic influenza virus",0.5631731442198131,Evaluation of respiratory protection programs and practices in California hospitals H1N1 influenza pandemic
36, NIOSH certifies respirators and develops recommendations on the use of respiratory protection in health care workplaces to protect workers,0.5618908320628022,Commentary Considerations for Recommending Extended Use and Limited Reuse of Filtering Facepiece Respirators in Health Care Settings
14," Reinforcing factors are organizational factors such as communication, policies and procedures, and management commitment to health and safety",0.5617776472751232,"The individual, environmental, and organizational factors that influence nurses' use of facial protection to prevent occupational transmission of communicable respiratory illness in acute care hospitals"
36, There is also a general lack of awareness among infection control professionals and safety/ employee health administrators in understanding FDA's role in regulating surgical N95 respirators,0.5573216709781228,Commentary Considerations for Recommending Extended Use and Limited Reuse of Filtering Facepiece Respirators in Health Care Settings
49,The current study advances knowledge surrounding HCWs perceptions of organizational-specific guidelines for managing patients with suspected communicable respiratory and GI illnesses in emergency departments,0.5570471544427047,Health care workers' perceptions of respiratory and gastrointestinal algorithms for patient management in emergency care settings
45, A global response requires concerted international approaches to strengthen the capacity of emerging infectious diseases surveillance systems worldwide,0.5564207182438121,Internet-based surveillance systems for monitoring emerging infectious diseases
36,"While OSHA is responsible for regulating employers to provide a safe workplace for their employees and CDC makes public health recommendations that are often adopted by hospitals, FDA has a different role in health care settings",0.5560634566723863,Commentary Considerations for Recommending Extended Use and Limited Reuse of Filtering Facepiece Respirators in Health Care Settings
