id,text,similarity,title
25,One line of addressing heterogeneous patterns of transmission using the observed data is separating household transmission from community transmission,0.7722553932553514,Quantifying the transmission potential of pandemic influenza
9,Quantifying the temporal transmission dynamics,0.767347578744192,Spatially Adjusted time- varying Reproductive numbers: Understanding the Geographical expansion of Urban Dengue outbreaks
34,Understanding transmission of influenza and the factors that affect transmission is crucial for designing effective control strategies,0.7403509351940615,Vaccination of influenza a virus decreases transmission rates in pigs
43, Understanding the characteristics of the aerosol transmission of different influenza A viruses and subtypes could help us determine the risk of influenza A viruses for nosocomial transmission due to AGMPs,0.7362109742061466,Nosocomial Transmission of Emerging Viruses via Aerosol-Generating Medical Procedures
47, to interpolate contours of transmission of influenza in the humidity versus temperature phase space,0.7357752977550859,Open Access RES EARCH Aerosol influenza transmission risk contours: A study of humid tropics versus winter temperate zone
13, Analysis is key to furthering understanding of the epidemiology and dynamics of transmission of these organisms,0.7322656157162428,Spatial and temporal analyses to investigate infectious disease transmission within healthcare settings
23, No quantitative estimates exist of the results of such enhanced hygiene measures on reducing further transmission of norovirus,0.7314807070972541,Enhanced Hygiene Measures and Norovirus Transmission during an Outbreak
9," However, the index conventionally does not capture spatial dynamics of disease transmission",0.729664168582095,Spatially Adjusted time- varying Reproductive numbers: Understanding the Geographical expansion of Urban Dengue outbreaks
0," Climatic conditions in tropical regions of the world represent a different set of parameters affecting transmission, and furthermore, routes of transmission not involving airborne virus (e",0.7264664138859093,Environmental Conditions Affect Exhalation of H3N2 Seasonal and Variant Influenza Viruses and Respiratory Droplet Transmission in Ferrets
25," In future studies, influenza models may better to highlight the increasing importance of considering household transmission to estimate the transmission potential using the temporal distribution of infection events",0.7260383200393749,Quantifying the transmission potential of pandemic influenza
