id,text,similarity,title
32, 21 Pregnant women with asthma are at increased risk of preeclampsia compared with pregnant women without asthma,0.7781990433204743,A Prospective Study of Respiratory Viral Infection in Pregnant Women With and Without Asthma
19," Therefore, pregnant women with pneumonia are usually hospitalized and monitored",0.7277465242285355,Does an Upper Respiratory Tract Infection During Pregnancy Affect Perinatal Outcomes? A Literature Review
37,Smallpox is generally more severe in pregnant women than in nonpregnant women or in men [46] ,0.7270253186993142,"Emerging Infections and Pregnancy: West Nile Virus, Monkeypox, Severe Acute Respiratory Syndrome, and Bioterrorism"
28, 16 Several studies evaluating adverse vaccine reactions in pregnant women have concluded that there is no link between pregnancy complications or adverse fetal outcomes among women who are vaccinated during pregnancy,0.7241948748115403,Pregnancy and infection: using disease pathogenesis to inform vaccine strategy
24,3 million pregnant women are infected/colonized with CMV,0.723600947755457,Maternal Infection and Adverse Fetal and Neonatal Outcomes
2,Pregnancies in the first trimester were identified by pregnancy tests offered to all female SARS patients suspected to be pregnant,0.716196445472539,Pregnancy and perinatal outcomes of women with severe acute respiratory syndrome
33, When comparing pregnant women with non-HRV febrile viral respiratory illness to those ,0.7149747271334589,Open Forum Infectious Diseases ® Febrile Rhinovirus Illness During Pregnancy Is Associated With Low Birth Weight in Nepal
32,"Pregnant women with asthma have more common colds during pregnancy than pregnant women without asthma, both by self-report and questionnaire",0.7146489141311524,A Prospective Study of Respiratory Viral Infection in Pregnant Women With and Without Asthma
6,At their first enrollment there were 65 pregnant women with ARI and 90 healthy pregnant women controls,0.7139993515124125,Clinical characteristics and outcomes of respiratory syncytial virus infection in pregnant women
13," 1 Preterm infants suffer significant respiratory morbidity because of lung immaturity at birth, especially those born before 32 weeks gestation",0.7129206700643685,Viral Respiratory Infections in Preterm Infants during and after Hospitalization
