id,text,similarity,title
23, Laboratorians strengthened Zika virus testing capacity and improved existing diagnostic tools,0.8360634617541236,Establishment of CDC Global Rapid Response Team to Ensure Global Health Security
0, 68 These studies show potential applications of internet-based surveillance systems in bolstering traditional surveillance system capacity and guiding public health action,0.8065583872114744,Internet-based surveillance systems for monitoring emerging infectious diseases
30, Invest in surveillance workforce development to build competencies and improve organizational capacity to utilize technological advances in surveillance practice,0.8043396528113678,Steps to a Sustainable Public Health Surveillance Enterprise Steps to a Sustainable Public Health Surveillance Enterprise A Commentary from the International Society for Disease Surveillance Steps to a Sustainable Public Health Surveillance Enterprise OJPHI
5, Of greater relevance is that surveillance system capacity to detect outbreaks and detection probabilities increased substantially with the number of cases,0.8012346464390393,Evaluating Hospital-Based Surveillance for Outbreak Detection in Bangladesh: Analysis of Healthcare Utilization Data
0, A global response requires concerted international approaches to strengthen the capacity of emerging infectious diseases surveillance systems worldwide,0.7990198829500252,Internet-based surveillance systems for monitoring emerging infectious diseases
32,Most automated surveillance systems utilize diagnostic codes to find diseased individuals,0.7955272761233954,Epidemic Surveillance Using an Electronic Medical Record: An Empiric Approach to Performance Improvement
7, Use of existing CDC LRN PHEP-funded systems enabled rapid and effective communication between clinical laboratories and public health laboratories,0.7899992066307107,Leveraging the Laboratory Response Network Model for the Global Health Security Agenda
5,• The capacity to detect cases and outbreaks decreased with distance from surveillance hospitals,0.7881018478792031,Evaluating Hospital-Based Surveillance for Outbreak Detection in Bangladesh: Analysis of Healthcare Utilization Data
32, Our results further argue that diagnostic codes sets used for case-detection should routinely optimized during surveillance system development or expansion,0.7857624831285696,Epidemic Surveillance Using an Electronic Medical Record: An Empiric Approach to Performance Improvement
41,"Moreover, to realise the additional benefits of using pathogen WGS data for communicable disease surveillance will require access to and analysis of aggregate WGS data in national or international laboratory networks, linked to clinical and epidemiological databases",0.7838087087656136,Communicable Disease Surveillance Ethics in the Age of Big Data and New Technology
