id,text,similarity,title
31,DNA microarrays have technologically advanced genomics research,0.7695586820326737,Future Veterinary Diagnostics
31,Protein microarray technology has enormous potential for application within the veterinary diagnostic testing arena,0.7476914650071386,Future Veterinary Diagnostics
31, Microarraybased comparative genomic hybridization merges molecular diagnostics with traditional chromosome analysis,0.7369178834858188,Future Veterinary Diagnostics
31, The integration of DNA and protein-based microarray methods may extend the range of rapid clinical diagnostic testing,0.7349308037494947,Future Veterinary Diagnostics
31, Protein microarray technology has enormous potential for in vitro diagnostics and disease monitoring,0.7336853846593854,Future Veterinary Diagnostics
26," Obsolete tests in the microbiology laboratory include bacterial antigen detection tests, Group B Streptococcus antigen (GBS) testing and HIV-1 Western blot",0.729333091619504,"Establishing benchmarks and metrics for disruptive technologies, inappropriate and obsolete tests in the clinical laboratory"
31,Nucleic amplification technologies will continue to be a benchmark for pathogen detection in veterinary diagnostics,0.7276717059173156,Future Veterinary Diagnostics
31," DNA microarrays have been used for the detection of infectious and genetic disease, cancer diagnostics, and forensic and genetic identification purposes",0.7196433722168336,Future Veterinary Diagnostics
23, Laboratorians strengthened Zika virus testing capacity and improved existing diagnostic tools,0.7069003820776215,Establishment of CDC Global Rapid Response Team to Ensure Global Health Security
44," Potential applications include differential diagnosis of infectious diseases, blood product surveillance, forensic microbiology, and biodefense",0.7002479608597224,Diagnostic System for Rapid and Sensitive Differential Detection of Pathogens
