id,text,similarity,title
17," Although these formulations have only been investigated in experimental animal models and in vitro applications, the outcomes for developing future AMP-based therapeutics appear promising",0.8279737759823687,viruses Human Antimicrobial Peptides as Therapeutics for Viral Infections
28, The demand of vaccines including recombinant vaccines remains relatively modest as these biopharmaceuticals require relatively a high investment in research,0.8211511628437855,Preparation of recombinant vaccines
28,Several systems are becoming efficient to produce large amount of recombinant proteins including vaccines,0.8131128330439505,Preparation of recombinant vaccines
28,The different systems to produce recombinant vaccines Different systems are being implemented to produce recombinant proteins for experimental use or for biotechnological applications,0.8081939751641926,Preparation of recombinant vaccines
14, Nanotechnology based formulations offer numerous advantages for the development of new generation vaccines,0.8074464125723363,Nanoparticle Vaccines Against Infectious Diseases
1, This combined with the relatively high costs of producing and delivering immunoglobulin therapies can make the market analysis of many reagents not economically viable,0.8063210548362406,Monoclonal antibody-based therapies for microbial diseases
40,"Developments in next-generation sequencing, microarrays, and high throughput proteomics approaches now provide opportunity to identify additional potential molecular adjuvants for DNA vaccines",0.8019755219504152,Molecular mechanisms for enhanced DNA vaccine immunogenicity
28," Apart from their use for basic studies, transgenic plants are increasingly used to improve food production",0.7992602154289565,Preparation of recombinant vaccines
7," Among these methods, large naïve antibody phage library-based technologies have enabled the rapid development of highaffinity hmAbs against emerging viral diseases that occur in an outbreak setting",0.7985719053383458,Human monoclonal antibodies as candidate therapeutics against emerging viruses
43," One key challenge is the relatively small market for antibody treatments of viral diseases, and potentially higher cost associated with production of recombinant antibodies, as compared to small molecule antivirals",0.7972963008693599,Antibody therapies for the prevention and treatment of viral infections
