id,text,similarity,title
34, Vaccine induction or therapeutic production of antibodies that target influenza internal proteins via ADCC response may prove to be a new development for influenza vaccine/treatment design,0.8893716346842032,Antibody-dependent NK cell degranulation as a marker for assessing antibody-dependent cytotoxicity against pandemic 2009 influenza A(H1N1) infection in human plasma and influenza-vaccinated transchromosomic bovine intravenous immunoglobulin therapy
30," Thus, CRT has been shown to be highly potent in enhancing the antigen-specific immune responses and antitumor effects generated by DNA vaccination in several preclinical models",0.8682496188459449,Vascular disrupting agent DMXAA enhances the antitumor effects generated by therapeutic HPV DNA vaccines
41,Vaccine adjuvants trigger the innate immune system to enhance humoral and cellular responses to the coadministered vaccine antigens,0.8669736293292021,Cholesteryl Pullulan Encapsulated TNF-Nanoparticles Are an Effective Mucosal Vaccine Adjuvant against Influenza Virus
40, Hence combinations of multiple cytokines in a DNA vaccine formulation or sequential vaccination with cytokines may enhance vaccine efficacy,0.8651368607865588,Molecular mechanisms for enhanced DNA vaccine immunogenicity
27,"To help develop a clinical antibody therapy, we also generated a human-mouse chimeric monoclonal antibody (MAb ch61) that showed strong neutralizing activity against H5N1 HPAI viruses isolated from humans and evaluated its protective potential in animal models",0.864857218170548,Protective Efficacy of Passive Immunization with Monoclonal Antibodies in Animal Models of H5N1 Highly Pathogenic Avian Influenza Virus Infection
33,"To investigate whether the recombinant DNA vectors could elicit HTNV G2-specific humoral response, ELISA and cell microculture neutralization test in vitro were used to detect the humoral immune response in immunized BALB/c mice",0.8594916736526561,Genetic Vaccines and Therapy Genetic immunization with Hantavirus vaccine combining expression of G2 glycoprotein and fused interleukin-2
40,"Targeting DNA vaccine to specific cells or subcellular compartments can greatly increase antigen processing and presentation and promote the desired immune responses, while minimizing systemic toxicity",0.8577177410817352,Molecular mechanisms for enhanced DNA vaccine immunogenicity
28, ISCOM-based vaccines are able to induce strong antibody and cellular immune response,0.8571547471393944,Preparation of recombinant vaccines
28, Studies in mice showed that CpG ODN can boost both humoral and cell-mediated immune responses against a broad range of proteins or vaccines,0.8567564850529601,Preparation of recombinant vaccines
34," Routine evaluation of vaccine-induced antibody responses and determination of protective titers will potentially benefit from utilizing additional influenza assays such as NI, MN, and ADCC assays",0.8551002921916759,Antibody-dependent NK cell degranulation as a marker for assessing antibody-dependent cytotoxicity against pandemic 2009 influenza A(H1N1) infection in human plasma and influenza-vaccinated transchromosomic bovine intravenous immunoglobulin therapy
