id,text,similarity,title
15,Passive immunization with monoclonal antibodies has several advantages over vaccination,0.8042134011413481,Virology Journal Prophylactic and therapeutic activity of fully human monoclonal antibodies directed against Influenza A M2 protein
40, Hence combinations of multiple cytokines in a DNA vaccine formulation or sequential vaccination with cytokines may enhance vaccine efficacy,0.7911606319409652,Molecular mechanisms for enhanced DNA vaccine immunogenicity
23, The protein immunization elicited significantly higher antibody when compared to DNA immunization (* indicates p<0,0.788724369787975,Immunogenicity and Protection Efficacy of Subunit-based Smallpox Vaccines Using Variola Major Antigens
23, Immunization with the polyvalent recombinant VARV protein vaccines was significantly more immunogenic than immunization with the polyvalent VARV DNA vaccines (p<0,0.7832416594271231,Immunogenicity and Protection Efficacy of Subunit-based Smallpox Vaccines Using Variola Major Antigens
28, Mice vaccinated with an influenza virus vaccine with LTB showed higher systemic and mucosal antibody responses than mice receiving the vaccine alone [82] ,0.77771954470804,Preparation of recombinant vaccines
34," Influenza passive immunotherapy treatments include use of convalescent plasma, hyperimmune immunoglobulins, or monoclonal antibody therapies",0.7727792017100888,Antibody-dependent NK cell degranulation as a marker for assessing antibody-dependent cytotoxicity against pandemic 2009 influenza A(H1N1) infection in human plasma and influenza-vaccinated transchromosomic bovine intravenous immunoglobulin therapy
34," Using our assay and assessing an influenza-vaccinated Tc bovine IVIG therapeutic, NK cell degranulation was specific for virally-infected cells and demonstrated a high titer of NK degranulation antibodies (1:5000)",0.7690079069983693,Antibody-dependent NK cell degranulation as a marker for assessing antibody-dependent cytotoxicity against pandemic 2009 influenza A(H1N1) infection in human plasma and influenza-vaccinated transchromosomic bovine intravenous immunoglobulin therapy
40," Using this system, increased neutralizing antibody titers to HIV-1 gp120 DNA vaccination was achieved in rabbits [47] ",0.7666862389141126,Molecular mechanisms for enhanced DNA vaccine immunogenicity
43, Hepatitis B immunoglobulin antibody preparations are one form of countermeasure under investigation,0.7665392614290836,Antibody therapies for the prevention and treatment of viral infections
2, Rabbits vaccinated with SNV DNA vaccine with muscle electroporation (mEP) produced increased neutralizing antibody titers,0.7644504750659576,Vaccines and Therapeutics Against Hantaviruses
