id,text,similarity,title
33,"We conducted a HUS to help inform establishment of a sentinel surveillance system for pneumonia and influenza-like illness in Santa Rosa, Guatemala, and found that private clinics are the single most important source of healthcare for pneumonia both in children <5 years old and older persons",0.8839628975204735,Low usage of government healthcare facilities for acute respiratory infections in Guatemala: implications for influenza surveillance
13,"Despite the years of experience accumulated by health care workplaces in which respirators have been used to protect health care workers from tuberculosis and other ATDs, relatively little information exists to describe comprehensively acute care hospital implementation of RPPs",0.8698295693142449,Evaluation of respiratory protection programs and practices in California hospitals H1N1 influenza pandemic
14, 19 The Canadian Nurses Association profile indicates that the average age of this population was Health care workers' compliance with safe work behaviors to prevent the spread of infectious disease is historically poor,0.8692624008965768,"The individual, environmental, and organizational factors that influence nurses' use of facial protection to prevent occupational transmission of communicable respiratory illness in acute care hospitals"
10," 29, 30 A systematic review of studies revealed that health care workers who performed endotracheal intubation on patients diagnosed with SARS were 13 times more likely to contract the illness than were health care workers who cared for patients with SARS but did not assist in the intubation",0.8685002659239395,CONTINUING EDUCATION Proper Use of Surgical N95 Respirators and Surgical Masks in the OR Purpose/Goal Approvals Sponsorship or Commercial Support Proper Use of Surgical N95 Respirators and Surgical Masks in the OR N95 RESPIRATORS AND SURGICAL MASKS
10," Health care workers should personally consider the patient's diagnosis, how closely they will be working with the patient, and the treatments being performed",0.8678325393965353,CONTINUING EDUCATION Proper Use of Surgical N95 Respirators and Surgical Masks in the OR Purpose/Goal Approvals Sponsorship or Commercial Support Proper Use of Surgical N95 Respirators and Surgical Masks in the OR N95 RESPIRATORS AND SURGICAL MASKS
30,"During the SARS period, another key factor occurred: many health care workers (HCWs) who cared for SARS patients in hospital settings became infected",0.8672895022567022,Stockpile of personal protective equipment in hospital settings: Preparedness for influenza pandemics
49,Health care workers' perceptions of respiratory and gastrointestinal algorithms for patient management in emergency care settings Patients presenting with respiratory or gastrointestinal illness in emergency care settings are often not yet diagnosed but are potentially capable of transmitting disease,0.8666827238042178,Health care workers' perceptions of respiratory and gastrointestinal algorithms for patient management in emergency care settings
14," Although this relationship may have some inherent contributory bias, it is important to note that nurses who report daily, weekly, or monthly use of facial protection should be the ones to care for patients with communicable respiratory disease or supervise those who are providing the care",0.8656159682011539,"The individual, environmental, and organizational factors that influence nurses' use of facial protection to prevent occupational transmission of communicable respiratory illness in acute care hospitals"
45," Attrition during disease pathogenesis or healthseeking pathways is both high and cumulative-results of a study done in rural Cambodia showed that 67% of cases of haemorrhagic fever were treated at home, rather than in a health facility; thus, a health-care-based surveillance system would miss 67% of information before it even becomes accessible",0.8650484324712038,Internet-based surveillance systems for monitoring emerging infectious diseases
11, 46 HCWs treating patients infected with severe respiratory pathogens have every right to be concerned about their own safety,0.864977857849019,Evaluation of the rationale for concurrent use of N95 filtering facepiece respirators with loose-fitting powered air-purifying respirators during aerosol-generating medical procedures
