id,text,similarity,title
7,Human resource development is critical to strengthening laboratory systems,0.8207020223122313,Leveraging the Laboratory Response Network Model for the Global Health Security Agenda
35,As with all publicly funded initiatives limited resources demand prioritization of pathogens targeted for vaccine development,0.7893183324981549,Conference report UK vaccines network: Mapping priority pathogens of epidemic potential and vaccine pipeline developments
26, Collaboration by subspecialty medical societies in disruptive technology development and improvements in routine clinical laboratory test utilization will be a fertile area for the development of benchmarks and metrics for future laboratory test utilization,0.7890401998357439,"Establishing benchmarks and metrics for disruptive technologies, inappropriate and obsolete tests in the clinical laboratory"
2, Development and field testing of syndromic reporting initially identified 5 syndromes of potential public health importance,0.7829945053193141,BMC Public Health Beyond traditional surveillance: applying syndromic surveillance to developing settings -opportunities and challenges
7,Promoting a training culture similar to the LRN and leveraging existing APHL domestic and global partnerships for laboratory leadership and management will greatly enhance the capabilities of the biosurveillance workforce,0.7812841424107734,Leveraging the Laboratory Response Network Model for the Global Health Security Agenda
31,Protein microarray technology has enormous potential for application within the veterinary diagnostic testing arena,0.7774523554365973,Future Veterinary Diagnostics
7,'' 20 Nurturing laboratory leadership and management has to be supported for the effective oversight and administration of public health laboratory networks,0.7763548113330629,Leveraging the Laboratory Response Network Model for the Global Health Security Agenda
35," In this context, the willingness of governments and inter-governmental organisations such as WHO to support commercial scale vaccine development and to invest in establishing a bank of experimental vaccines is key to preparedness for future outbreaks",0.7762342416063507,Conference report UK vaccines network: Mapping priority pathogens of epidemic potential and vaccine pipeline developments
44,increasingly important to clinical management and public health,0.774665382246999,Diagnostic System for Rapid and Sensitive Differential Detection of Pathogens
27," Thus, the current study provides important guidance and implications for future infectious disease specific classification component development for syndromic surveillance systems",0.7740194169000107,Automatic online news monitoring and classification for syndromic surveillance
