id,text,similarity,title
4," The data collection system utilizes various technologies to capture images, graphs, statistical data, professional data, public health surveillance data, and textual data",0.814751394582389,Investigating public health emergency response information system initiatives in China
7,Three different data storage tables were designed to process the data in the Taiwan-CDC's syndromic surveillance database,0.7953348465104882,BMC Public Health Establishing a nationwide emergency department-based syndromic surveillance system for better public health responses in Taiwan
15," Table 1 illustrates the data transferred from each data provider each day to the datacenter for statistical processing, reporting and alerting",0.7818365782176091,BMC Public Health Distributed data processing for public health surveillance
4, The data collected for PHERIS are heterogeneous,0.7807869741478555,Investigating public health emergency response information system initiatives in China
7, All patient information was de-identified and only aggregated data was used for data analysis,0.7775931966133723,BMC Public Health Establishing a nationwide emergency department-based syndromic surveillance system for better public health responses in Taiwan
7, We initially generated the SQL commands for data querying and data grouping into the 11 different syndromic groups,0.7774422299378603,BMC Public Health Establishing a nationwide emergency department-based syndromic surveillance system for better public health responses in Taiwan
4, Data storage technologies include both centralized and distributed database management models,0.775975031675582,Investigating public health emergency response information system initiatives in China
39," Based on these discussions, two high level categories of data exchange process which could impact data quality were identified: onboarding for electronic lab reporting and internal data exchange routing",0.771885200325344,Evaluation of Data Exchange Process for Interoperability and Impact on Electronic Laboratory Reporting Quality to a State Public Health Agency Evaluation of Data Exchange Process for Interoperability and Impact on Electronic Laboratory Reporting Quality to a State Public Health Agency
39,The process of assessing data exchange for electronic lab reporting and its impact was a mixed methods approach with qualitative data obtained through expert discussions and quantitative data obtained from queries of the MEDSS system,0.7713740334933706,Evaluation of Data Exchange Process for Interoperability and Impact on Electronic Laboratory Reporting Quality to a State Public Health Agency Evaluation of Data Exchange Process for Interoperability and Impact on Electronic Laboratory Reporting Quality to a State Public Health Agency
38,"Based on the characteristics of the included studies and the extracted data, qualitative data were used to analyze the collected research data",0.7711979208846989,Evaluation of Public Health Emergency Management in China: A Systematic Review
