id,text,similarity,title
15, Future research agenda may focus on the social-mediated crisis communication from perspectives of NPOs and provide theoretical and practical suggestions to increase organizational transparency and accountability in crises,0.839216227870618,The social-mediated crisis communication research: Revisiting dialogue between organizations and publics in crises of China
7," The key to unraveling complexity in disaster management is to understand how these issues intersect and develop interventions to enhance community capacity and promote collaborative activities, to increase situational awareness and facilitate adaptive responses to dynamic, complex events",0.8200094124237364,Unraveling the complexities of disaster management: A framework for critical social infrastructure to promote population health and resilience
3, The overarching philosophical approach is that of developing sustained arguments that critically analyse the existing literature and reconceptualise or refine key concepts,0.8179243771362584,"Implementing a One Health approach to emerging infectious disease: reflections on the socio-political, ethical and legal dimensions"
3," Without genuine cross-sectoral reform and a radical broadening of the scope of its inquiry into how specific social, cultural and spatial configurations promote the risks of EID emergence, One Health is in danger of becoming merely a rhetorical strategy to avoid conflict between its core disciplines, whereby practitioners, researchers and policymakers will espouse the methodological and moral case for interdisciplinary collaboration yet remain in their silos [11] ",0.8172761439429654,"Implementing a One Health approach to emerging infectious disease: reflections on the socio-political, ethical and legal dimensions"
45, Systematic research employing advanced techniques and sensitive data analyses can facilitate the study of legal preparedness and help elucidate the causal relationship between legal reforms and emergency preparedness of healthcare systems,0.8166049272451923,Promoting public health legal preparedness for emergencies: review of current trends and their relevance in light of the Ebola crisis
1," The purpose of this study is to investigate how to increase government accountability for motivating citizens to engage in ICT-based health risk communication, thereby attaining sustainable public health practices through collaborative governance",0.8156515452854066,Collaborative accountability for sustainable public health: A Korean perspective on the effective use of ICT-based health risk communication
2,"Moreover, the findings suggest that crisis communication research in public relations may be enriched both theoretically and pragmatically through more diverse contextual and methodological applications",0.8138253633778737,Crisis communication in context: Cultural and political influences underpinning Chinese public relations practice
45, Studies dealing with preparedness are designed to reveal and resolve ethical and legal dilemmas in order to promote an optimal response for future situations,0.8124240445835115,Promoting public health legal preparedness for emergencies: review of current trends and their relevance in light of the Ebola crisis
24,"The diffi cult and challenging task of understanding of complexity requires a nuanced framework for research, which acknowledges that technical, economic, policy, and systems paradigms contribute to knowledge, albeit addressing diff erent types of to some extent overlapping research questions",0.8119698156954446,Personal View Towards a conceptual framework to support one-health research for policy on emerging zoonoses
2,Chinese crisis communication research particularly emphasized governmental perspectives,0.8118949948242539,Crisis communication in context: Cultural and political influences underpinning Chinese public relations practice
