id,text,similarity,title
37,"Nasal discharge (rhinorrhoea) is a combination of goblet cell secretion, gland secretion, plasma exudate, and contains dead leukocytes such as monocytes and neutrophils",0.728468345180177,Buying Time-The Immune System Determinants of the Incubation Period to Respiratory Viruses
34," Lesions included moderate numbers of lymphocytes within the hyperplastic epithelium, intraluminal cellular debris and occasional bacterial colonies",0.6964543411903583,Vaccination of influenza a virus decreases transmission rates in pigs
7, BM indicates combined titers of competitors in blood meal used for mosquito infection,0.6875937457055176,Sequential Adaptive Mutations Enhance Efficient Vector Switching by Chikungunya Virus and Its Epidemic Emergence
32,Fidelity mutant CHIKV impair serum neutralization of less diverse WT CHIKV in vitro,0.6812354068826091,Chikungunya Virus Fidelity Variants Exhibit Differential Attenuation and Population Diversity in Cell Culture and Adult Mice
0, Successful transmission was noted when virus was detected in nasal wash samples within 11 dpc and hemagglutination inhibition antibody titers against homologous virus were detected in convalescent serum collected after 18 dpc,0.6768713200811437,Environmental Conditions Affect Exhalation of H3N2 Seasonal and Variant Influenza Viruses and Respiratory Droplet Transmission in Ferrets
32," Infectious CHIKV titers and CHIKV RNA levels in primary target tissues, muscle and ankle, and secondary tissues, brain and liver, were measured to determine whether clinical disease severity was associated with differential viral loads",0.6756843885377843,Chikungunya Virus Fidelity Variants Exhibit Differential Attenuation and Population Diversity in Cell Culture and Adult Mice
0," Droplet transmission occurs when larger droplets (>5 μm), typically expelled during coughing or sneezing, encounter the upper respiratory tract or ocular mucosa of a susceptible individual",0.6748035840036467,Environmental Conditions Affect Exhalation of H3N2 Seasonal and Variant Influenza Viruses and Respiratory Droplet Transmission in Ferrets
1," However, viral shedding did not extend to higher respiratory tissues as no shedding was detected in oropharyngeal swabs (Fig",0.672520722207972,Host genetics determine susceptibility to avian influenza infection and transmission dynamics
33," In fact, eluates from fecal samples induced remarkable cell toxicity, making the infectious virus assays difficult to interpret",0.6707997004917232,Stability of Porcine Epidemic Diarrhea Virus on Fomite Materials at Different Temperatures
34," The lung lesions of the NV pigs had moderate to severe bronchoalveolar pneumonia with attenuation, hyperplasia, moderate numbers of lymphocytes admixed with macrophages in the epithelium, within the intraluminal necrotic cellular debris, and extending into the alveolar spaces",0.6688808574052911,Vaccination of influenza a virus decreases transmission rates in pigs
