id,text,similarity,title
34,Understanding transmission of influenza and the factors that affect transmission is crucial for designing effective control strategies,0.825874222401961,Vaccination of influenza a virus decreases transmission rates in pigs
12, This suggests that external processes such as inter-cluster migration could play an important role in sustaining STH transmission,0.8140943709958115,Stochastic challenges to interrupting helminth transmission
44,An important challenge to developing effective prevention and control strategies for zoonotic EIDs is identifying the relevant transmission routes between reservoir hosts and humans,0.8010326309720592,Targeting Transmission Pathways for Emerging Zoonotic Disease Surveillance and Control
3," 7 Conversely, the virus must also maintain its stability in variable extracellular pH environments in its transmission between hosts",0.7913782647822247,The ecology and adaptive evolution of influenza A interspecies transmission
25,One line of addressing heterogeneous patterns of transmission using the observed data is separating household transmission from community transmission,0.7896299831080479,Quantifying the transmission potential of pandemic influenza
2," A more complete understanding of environmental factors impacting respiratory virus transmission will require enhanced epidemiological and surveillance data, as well as controlled experiments in small animal models",0.7890172243805957,Environmental Factors Affecting the Transmission of Respiratory Viruses
44," Because pathogens with different transmission pathways may require very different prevention and control strategies, understanding the relative importance of each pathway for a given pathogen is essential",0.7873918575304598,Targeting Transmission Pathways for Emerging Zoonotic Disease Surveillance and Control
16,"Effective interventions to limit threats to human health from emerging infectious diseases rely on understanding the connections among observed pathogen dynamics, the underlying transmission mechanisms, and their ecological and environmental drivers",0.7869307152390758,Transmission or Within-Host Dynamics Driving Pulses of Zoonotic Viruses in Reservoir-Host Populations
28," Our study investigates heterogeneity in CIV transmission and prevalence to better understand the processes that determine how zoonotic pathogens spread following a host range shift, and how these processes affect the performance of control and eradication strategies",0.78579029179359,"Contact Heterogeneity, Rather Than Transmission Efficiency, Limits the Emergence and Spread of Canine Influenza Virus"
40," Thus, transmission dynamics models are designed to describe and explain how transmission occurs between contacts",0.7856025271328246,The Benefits of Transmission Dynamics Models in Understanding Emerging Infectious Diseases
