id,text,similarity,title
10, Table 1 Viruses detected during acute respiratory tract infection admissions,0.844981213409917,Human Metapneumovirus Infection in Jordanian Children: Epidemiology and Risk Factors for Severe Disease
20,05) or symptomatic respiratory tract viral infections (39,0.839410090311833,Prevalence of viral respiratory tract infections in children with asthma
22," Despite this policy, nosocomial respiratory viral infections occurred",0.8378827184491933,"Hospital-Acquired Respiratory Viral Infections: Incidence, Morbidity, and Mortality in Pediatric and Adult Patients"
10,Viral respiratory co-infection in young children is common,0.8377155082706704,Human Metapneumovirus Infection in Jordanian Children: Epidemiology and Risk Factors for Severe Disease
32, Prevention of respiratory viral infections may improve asthma outcomes during pregnancy,0.8325602883736372,A Prospective Study of Respiratory Viral Infection in Pregnant Women With and Without Asthma
22," Thus, cases of nosocomial respiratory viral infections are often unrecognized",0.8296551836896879,"Hospital-Acquired Respiratory Viral Infections: Incidence, Morbidity, and Mortality in Pediatric and Adult Patients"
18,Respiratory syncytial virus (RSV) is associated with 19e81% of viral acute respiratory infections causing hospitalization in infants and children [1] ,0.8264061013470063,Preventing respiratory syncytial virus infections in hospitalized children and adults: should we do better? Infection Prevention in Practice
31," 1,2 Detection of both viruses and airway bacteria are associated with acute wheezing illnesses; specifically, co-infections of respiratory viruses and Moraxella catarrhalis, Hemophilus influenza, and/or Streptococcus pneumonia increases the risk for more severe respiratory illnesses and exacerbations of asthma",0.8243345620194247,Viral Infections and Associated Factors That Promote Acute Exacerbations of Asthma Viral Infection and Asthma Exacerbation Viral Infection and Asthma Exacerbation Viral Infection and Asthma Exacerbation
7," Thus, the results may underestimate RSV infection or influenza in lower respiratory tract infection",0.8221257695968325,Risk of mortality associated with respiratory syncytial virus and influenza infection in adults
11," However, non-respiratory symptoms and extrapulmonary complications are common among patients with respiratory virus infection [15e18] ",0.8202991957203817,Respiratory virus infection among hospitalized adult patients with or without clinically apparent respiratory infection: a prospective cohort study
