id,text,similarity,title
33," Virus recovery from surfaces of Styrofoam, nitrile gloves, aluminum foil, Tyvek ® coverall, metal, rubber, plastic, cardboard, and cloth showed no significant differences between the materials at RT, suggesting that storage temperature had a substantial influence on virus survival",0.7517620692686903,Stability of Porcine Epidemic Diarrhea Virus on Fomite Materials at Different Temperatures
33," Materials used were Styrofoam, nitrile gloves, cardboard, aluminum foil, Tyvek ® coveralls, cloth, metal, rubber, and plastic",0.7450438911061579,Stability of Porcine Epidemic Diarrhea Virus on Fomite Materials at Different Temperatures
33," Specifically, Styrofoam, metal, and plastic provided extensive PEDV stability",0.7429684169414132,Stability of Porcine Epidemic Diarrhea Virus on Fomite Materials at Different Temperatures
4, Carbon/Formvar-coated 400 mesh copper grids were placed on the collector during aerosol experiment with influenza-and rotavirus,0.7416972325602161,Ionizing air affects influenza virus infectivity and prevents airborne- transmission OPEN
33," The rate of loss in infectivity was uniform on Styrofoam, aluminum, plastic, and Tyvek ® coverall, whereas viral infectivity on metal, nitrile gloves, and rubber dropped rapidly after 5 days at 4 • C",0.6896131215196677,Stability of Porcine Epidemic Diarrhea Virus on Fomite Materials at Different Temperatures
33,Circular pieces (approximately 1 cm 2 ) of various fomite materials were cut to fit into individual wells of Costar ® 24-well cell culture plates (Corning Inc,0.6665612396992903,Stability of Porcine Epidemic Diarrhea Virus on Fomite Materials at Different Temperatures
5,"From a mass balance perspective, HVAC filtration and other removal mechanisms are treated similarly to outdoor air ventilation because they both can be used to reduce indoor concentrations of airborne infectious particles",0.6555043319995971,HVAC filtration for controlling infectious airborne disease transmission in indoor environments: Predicting risk reductions and operational costs
4,Collected samples were added on the surface of a polycarbonate 0,0.6460460934163577,Ionizing air affects influenza virus infectivity and prevents airborne- transmission OPEN
4," Similarly, visualization of latex particles by SEM revealed that latex particles of all sizes investigated were concentrated on the active collector",0.6450940044210329,Ionizing air affects influenza virus infectivity and prevents airborne- transmission OPEN
11," Alternating Octanol, carbon dioxide-producing hand heaters, and unwashed socks were used as attractants for the light traps, which operated for 12-h periods from 6 p",0.6447404704552029,Examining Landscape Factors Influencing Relative Distribution of Mosquito Genera and Frequency of Virus Infection
