id,text,similarity,title
28,Vulnerable populations: A number of gaps pertaining to vulnerable populations were noted,0.8226650189496566,The evidence base of primary research in public health emergency preparedness: a scoping review and stakeholder consultation
16, Canadians of lower socioeconomic status are known to have a higher prevalence of various cardiovascular disease risk factors,0.8216495729577928,EVIDENCE BASED PUBLIC HEALTH POLICY AND PRACTICE Avoidable mortality by neighbourhood income in Canada: 25 years after the establishment of universal health insurance
16," such deaths occur early in the neonatal period, recent evidence suggests that the disparities in perinatal mortality are also likely to be amenable to public health interventions that deal with maternal behavioural and psychosocial risk factors",0.8078854342571429,EVIDENCE BASED PUBLIC HEALTH POLICY AND PRACTICE Avoidable mortality by neighbourhood income in Canada: 25 years after the establishment of universal health insurance
47," Emerging zoonotic diseases are increasing, causing severe economic impacts and animal and human health risks",0.8057686584456355,"Surveillance, response systems, and evidence updates on emerging zoonoses: the role of one health"
13, Inadequate levels of HCW immunization can place the vulnerable populations they care for at greater risk of health complications [14] ,0.8030038483447601,Mandating influenza vaccinations for health care workers: analysing opportunities for policy change using Kingdon's agenda setting framework
9," These disparities require greater consideration of factors influencing inequities in pediatric pandemic preparedness, including population density, socioeconomic status, relative isolation, and available resources",0.800756017520409,Pandemic planning in pediatric care: A website policy review and national survey data
44,Significant outbreaks of infectious disease have impacts that extend beyond morbidity and mortality,0.7941205911843463,Perspectives of Australian policy-makers on the potential benefits and risks of technologically enhanced communicable disease surveillance -a modified Delphi survey
28," For high-risk populations, the challenges of identifying and prioritizing vulnerable populations were noted and strategies for integrating diverse communities into emergency planning and response were explored [76, 77] ",0.7938063901206425,The evidence base of primary research in public health emergency preparedness: a scoping review and stakeholder consultation
6, Both the BC Core Public Health Functions and Ontario Public Health Standards discuss the importance of public health addressing the specific needs of those populations considered vulnerable or at-risk; BC refers to populations of concern or vulnerable populations while ON uses the term priority populations,0.7927157230640128,Public health human resources: a comparative analysis of policy documents in two Canadian provinces
28, Risk assessments using surveys can provide information about exposure risk to populations [69] ,0.7926753056494132,The evidence base of primary research in public health emergency preparedness: a scoping review and stakeholder consultation
