id,text,similarity,title
44,The results of this Delphi survey suggest that there is broad support for using event-based social media monitoring and pathogen WGS technologies to enhance communicable disease surveillance systems across sectoral groups and relevant policy networks,0.8312154956894189,Perspectives of Australian policy-makers on the potential benefits and risks of technologically enhanced communicable disease surveillance -a modified Delphi survey
9," These disparities require greater consideration of factors influencing inequities in pediatric pandemic preparedness, including population density, socioeconomic status, relative isolation, and available resources",0.8300461092462624,Pandemic planning in pediatric care: A website policy review and national survey data
49, These structures impacted funding for public health human resources in various ways,0.8230099390451937,Moving towards a new vision: implementation of a public health policy intervention
28, Opportunities for generating knowledge to examine complexities such as system integration could address knowledge gaps and inform operational activities and policy,0.8168991459473107,The evidence base of primary research in public health emergency preparedness: a scoping review and stakeholder consultation
4, Few papers examine the initiatives in public health emergency systems in developing countries,0.8148427187954178,Investigating public health emergency response information system initiatives in China
22, AFHSC-GEIS surveillance provides baseline infectious disease risk data that directly influences priorities and viable geographic locations for the conduct of various projects within the MIDRP,0.8147174013217765,"The Global Emerging Infection Surveillance and Response System (GEIS), a U.S. government tool for improved global biosurveillance: a review of 2009"
11," These issues are relevant to any surveillance tool that processes Internet or social media data, especially at governmental institutions",0.8144926641321181,Social Media and Internet-Based Data in Global Systems for Public Health Surveillance: A Systematic Review
6, Both provinces undertook intensive processes to identify and explicate core public health competencies that are foundational to support public health renewal including development of core functions and public health standards,0.8144102703922567,Public health human resources: a comparative analysis of policy documents in two Canadian provinces
6, Both the BC Core Public Health Functions and Ontario Public Health Standards discuss the importance of public health addressing the specific needs of those populations considered vulnerable or at-risk; BC refers to populations of concern or vulnerable populations while ON uses the term priority populations,0.8139485641764382,Public health human resources: a comparative analysis of policy documents in two Canadian provinces
39, This study focused on electronic laboratory reporting to public health and analyzed both onboarding and internal data exchange processes,0.8134307925650259,Evaluation of Data Exchange Process for Interoperability and Impact on Electronic Laboratory Reporting Quality to a State Public Health Agency Evaluation of Data Exchange Process for Interoperability and Impact on Electronic Laboratory Reporting Quality to a State Public Health Agency
