id,text,similarity,title
14, Interventions targeted at improving how supportive the organization is of employee health and safety can result in enhanced compliance,0.8593797047379015,"The individual, environmental, and organizational factors that influence nurses' use of facial protection to prevent occupational transmission of communicable respiratory illness in acute care hospitals"
45, 68 These studies show potential applications of internet-based surveillance systems in bolstering traditional surveillance system capacity and guiding public health action,0.8453141418598168,Internet-based surveillance systems for monitoring emerging infectious diseases
49,"'' Physicians act as role models to other professionals in the delivery of patient care, and their compliance with institutional policy is critical in ensuring success of implementation",0.8450729696938857,Health care workers' perceptions of respiratory and gastrointestinal algorithms for patient management in emergency care settings
22," 18 Other key elements for effective crisis and emergency risk communication include enhancing trust through education efforts with community-based organizations and including targeted risk communication materials that are culturally relevant and appropriate, while paying specific attention to literacy levels",0.8430852778804157,Public Understanding of Medical Countermeasures
14," Measures for organizational support included management making health and safety a high priority, taking all reasonable steps to minimize hazards, encouraging employees' involvement in health and safety matters, and actively working to protect employees",0.84100411097474,"The individual, environmental, and organizational factors that influence nurses' use of facial protection to prevent occupational transmission of communicable respiratory illness in acute care hospitals"
32, Respiratory protection is a key strategy for pandemic control and key to sustaining the health care workforce,0.8406010435883765,A cluster randomized clinical trial comparing fit-tested and non-fit-tested N95 respirators to medical masks to prevent respiratory virus infection in health care workers
13," To provide a comprehensive occupational infection control program, hospitals should ensure that they have a written respiratory protection program, fully implement programs and procedures, and conduct periodic program evaluation to ensure the effectiveness of respirator use for health care worker protection",0.8375742541035847,Evaluation of respiratory protection programs and practices in California hospitals H1N1 influenza pandemic
45, A global response requires concerted international approaches to strengthen the capacity of emerging infectious diseases surveillance systems worldwide,0.835643941364572,Internet-based surveillance systems for monitoring emerging infectious diseases
18,The use of MS2 allows for the systematic evaluation of PPE and processes to ensure they have been optimized for health care provider safety,0.8347893168956793,Personal Protective Equipment: Protecting Health Care Providers in an Ebola Outbreak
14," Reinforcing factors are organizational factors such as communication, policies and procedures, and management commitment to health and safety",0.8345701759888713,"The individual, environmental, and organizational factors that influence nurses' use of facial protection to prevent occupational transmission of communicable respiratory illness in acute care hospitals"
