id,text,similarity,title
26," Furthermore, national occupational exposure prevention programs should be developed to address regional disparities",0.724980813568101,Occupational exposure to infection risk and use of personal protective equipment by emergency medical personnel in the Republic of Korea
3," We identified 3 overarching interview themes: doffing strategies, cognitive processes, and barriers and facilitators",0.7141424130681158,Clinical Infectious Diseases Healthcare Workers' Strategies for Doffing Personal Protective Equipment
14," Reinforcing factors are organizational factors such as communication, policies and procedures, and management commitment to health and safety",0.7032782832468393,"The individual, environmental, and organizational factors that influence nurses' use of facial protection to prevent occupational transmission of communicable respiratory illness in acute care hospitals"
49,The current study advances knowledge surrounding HCWs perceptions of organizational-specific guidelines for managing patients with suspected communicable respiratory and GI illnesses in emergency departments,0.7031677113454096,Health care workers' perceptions of respiratory and gastrointestinal algorithms for patient management in emergency care settings
3,Doffing barriers and facilitators typically pertained to PPE design,0.7010802164467071,Clinical Infectious Diseases Healthcare Workers' Strategies for Doffing Personal Protective Equipment
49,"'' Physicians act as role models to other professionals in the delivery of patient care, and their compliance with institutional policy is critical in ensuring success of implementation",0.6991624636850132,Health care workers' perceptions of respiratory and gastrointestinal algorithms for patient management in emergency care settings
3," These findings have implications for designing the next generation of PPE and new doffing methods, developing and implementing PPE training protocols, and revising policies and procedures in hospitals and other healthcare organizations",0.6991180076700831,Clinical Infectious Diseases Healthcare Workers' Strategies for Doffing Personal Protective Equipment
22," 18 Other key elements for effective crisis and emergency risk communication include enhancing trust through education efforts with community-based organizations and including targeted risk communication materials that are culturally relevant and appropriate, while paying specific attention to literacy levels",0.6957351103569973,Public Understanding of Medical Countermeasures
17,"Certainly, organizational issues impact individual attitudes considerably",0.6916263749092781,Protecting health care workers from SARS and other respiratory pathogens: Organizational and individual factors that affect adherence to infection control guidelines
22," 17 Although strong emotions can create substantial barriers to effective communication during a crisis, several studies find that increased perceived risk correlates with greater public adherence to public health recommendations",0.690031099174782,Public Understanding of Medical Countermeasures
