id,text,similarity,title
26,Bacterial antigen detection tests should be considered obsolete,0.8140135141407198,"Establishing benchmarks and metrics for disruptive technologies, inappropriate and obsolete tests in the clinical laboratory"
26," Obsolete tests in the microbiology laboratory include bacterial antigen detection tests, Group B Streptococcus antigen (GBS) testing and HIV-1 Western blot",0.807358780411611,"Establishing benchmarks and metrics for disruptive technologies, inappropriate and obsolete tests in the clinical laboratory"
31, Protein microarrays have been developed for the detection of allergen-specific immunoglobulin E reactivity and detection of specific auto antibodies associated with autoimmune diseases,0.7905910549074524,Future Veterinary Diagnostics
16,In addition to respiratory viral diseases the MBMNA was successfully applied also for detection of viral pathogens causing acute viral gastroenteritis,0.7776216565538996,xMAP Technology: Applications in Detection of Pathogens
31, Quantification also aids in the treatment of patients with chronic infectious disease and monitoring disease progression and resolution,0.774558627801469,Future Veterinary Diagnostics
2,"General Surveillance for Infectious Diseases Many syndromic surveillance systems detect general febrile illnesses such as malaria, dengue fever, other vector-borne diseases, and foodborne illness",0.7700941859420873,BMC Public Health Beyond traditional surveillance: applying syndromic surveillance to developing settings -opportunities and challenges
16,Ligation assays are also often used for multiplex detection of pathogenic bacteria,0.7662731408825171,xMAP Technology: Applications in Detection of Pathogens
31,Several tests are now available for canine patients to identify oncogenes and clonal lymphocyte populations,0.7662716299350817,Future Veterinary Diagnostics
16," For detection of gastrointestinal pathogens xTAG R Gastrointestinal Pathogen Panel -GPP is commercially available [multiplex detection of various viral, bacterial and parasitic nucleic acids in human stool samples (Beckmann et al",0.7660524638798853,xMAP Technology: Applications in Detection of Pathogens
31, These antigen microarrays have been used to identify seropositive individuals by using the presence of serum antibodies to detect exposure to a specific pathogen,0.7649028229341037,Future Veterinary Diagnostics
