id,text,similarity,title
1, Farms and abattoirs have also been recognized as environments facilitating transmission between livestock species and to farm and abattoir workers [114] ,0.6363128249439557,viruses The Broad Host Range and Genetic Diversity of Mammalian and Avian Astroviruses
16," Chronologically, HVs of mammals and birds were known first causing different diseases in humans, livestock and poultry",0.610592687138318,Virus-Host Coevolution with a Focus on Animal and Human DNA Viruses
14, Livestock infections and diseases resulting from virus spill-over from wildlife were excluded from the analysis,0.6030671089304568,Animal Virus Ecology and Evolution Are Shaped by the Virus Host-Body Infiltration and Colonization Pattern
41, Small intestinal and fecal samples were collected from ill pigs and submitted to the Animal Disease Detection Diagnosis Center of Southern China Agricultural University for pathogen detection,0.6021282870057603,"Newly emerged porcine enteric alphacoronavirus in southern China: Identification, origin and evolutionary history analysis"
1, Avian astroviruses have been documented to cause infection in poultry leading to economic losses in farms and affecting food production worldwide [85] ,0.5940977455875752,viruses The Broad Host Range and Genetic Diversity of Mammalian and Avian Astroviruses
14," For this, the ruminant plus equine viruses were contrasted to the poultry plus pig viruses",0.5921764624979715,Animal Virus Ecology and Evolution Are Shaped by the Virus Host-Body Infiltration and Colonization Pattern
1," Many other species have contact with livestock in a farming environment; in addition to wild species, companion animals such as cats and dogs and other peri-domestic animals have contact with livestock and their biological waste providing substantial opportunities for cross-species transmission",0.5899174075594749,viruses The Broad Host Range and Genetic Diversity of Mammalian and Avian Astroviruses
7,Two pathogens affecting cattle and sheep were responsible for major outbreaks in Mainland Europe in the past 15 years: Bluetongue virus (BTV) and Schmallenberg virus (SBV),0.5878869715598716,viruses Reliable and Standardized Animal Models to Study the Pathogenesis of Bluetongue and Schmallenberg Viruses in Ruminant Natural Host Species with Special Emphasis on Placental Crossing
41,"In March 2017, an acute diarrheal outbreak of newborn-piglet diarrhea occurred in a commercial pig farm in Guangdong Province, China",0.5835890427792271,"Newly emerged porcine enteric alphacoronavirus in southern China: Identification, origin and evolutionary history analysis"
5,Gammacoronaviruses frequently emerge in avian species,0.5832878642547799,Molecular evolution and emergence of avian gammacoronaviruses
