id,text,similarity,title
38,Understanding differences in cultural practices and beliefs are of vital importance in evolving successful risk and outbreak communication practices,0.7900636483696803,Policy & practice Risk and outbreak communication: lessons from alternative paradigms
21,One could contend these P3CO principles are appropriate in the context of existing scientific governance,0.7869493840658299,ethical and Philosophical considerations for Gain-of-Function Policy: the importance of Alternate experiments The Department of Health and Human Services Framework for Guiding Funding Decisions about Proposed Research Involving Enhanced Potential Pandemic Pathogens
12," But Apparent adherence to IPC principles sometimes reflected tradition or habituated behaviour, rather than knowledge of organisational policies",0.7847527743544365,The politics and ethics of hospital infection prevention and control: a qualitative case study of senior clinicians' perceptions of professional and cultural factors that influence doctors' attitudes and practices in a large Australian hospital
2, A preponderance of current crisis communication theories presumes the social norms and individual psychological motivations of individualistic cultures,0.7824336086157885,Crisis communication in context: Cultural and political influences underpinning Chinese public relations practice
8, This raises ethical issues about informed consent,0.7807603654014382,Risk Management and Healthcare Policy Dovepress Critical role of ethics in clinical management and public health response to the West Africa Ebola epidemic
21, Assert the P3CO principles are appropriate in the context of existing scientific governance; 2,0.7733985762347527,ethical and Philosophical considerations for Gain-of-Function Policy: the importance of Alternate experiments The Department of Health and Human Services Framework for Guiding Funding Decisions about Proposed Research Involving Enhanced Potential Pandemic Pathogens
8," 80 Ethical dilemmas informing policy response to the epidemic Within a public health emergency, values defined by public health ethics -an overriding priority afforded to ""greater good"" considerations 57,81 -should take precedence over individual concerns, according to ethicist Dawson",0.7716504451229433,Risk Management and Healthcare Policy Dovepress Critical role of ethics in clinical management and public health response to the West Africa Ebola epidemic
49, This requires profound understanding on how epistemic and ideology beliefs act as obstacles to accepting scientific evidence,0.771310157102657,Systematic Literature Review on the Spread of Health-related Misinformation on Social Media
15, Future research agenda may focus on the social-mediated crisis communication from perspectives of NPOs and provide theoretical and practical suggestions to increase organizational transparency and accountability in crises,0.7686405920932218,The social-mediated crisis communication research: Revisiting dialogue between organizations and publics in crises of China
3," EID management must therefore be based on normative principles as well as local knowledge, operational experience and disease-specific scientific and economic evidence",0.7666173460192247,"Implementing a One Health approach to emerging infectious disease: reflections on the socio-political, ethical and legal dimensions"
