id,text,similarity,title
19, Researchers have indicated that intensive care unit staff are often more compliant with N95s than health care personnel in other areas/units,0.8380967504240386,Physiologic and other effects and compliance with long-term respirator use among medical intensive care unit nurses
49," VGH is a 955-bed, adult, tertiary care teaching hospital, offering 24-hour emergency services to residents from across British Columbia",0.8362788377839722,Health care workers' perceptions of respiratory and gastrointestinal algorithms for patient management in emergency care settings
33, Outreach centers provide preventive and primary healthcare but are only visited by trained medical staff a few days each month,0.8344440126178139,Low usage of government healthcare facilities for acute respiratory infections in Guatemala: implications for influenza surveillance
19," 1, 7 Last, because only intensive care unit nurses were recruited, the findings may not be generalizable to workers in other areas of the hospital or to non-nurse health care personnel",0.8337568278968247,Physiologic and other effects and compliance with long-term respirator use among medical intensive care unit nurses
19, 16 A prospective study examining tolerance and observed compliance with long-term N95 use among health care personnel providing routine patient care in an actual work environment has never been conducted,0.8329494211480545,Physiologic and other effects and compliance with long-term respirator use among medical intensive care unit nurses
13,"Despite the years of experience accumulated by health care workplaces in which respirators have been used to protect health care workers from tuberculosis and other ATDs, relatively little information exists to describe comprehensively acute care hospital implementation of RPPs",0.8290700200159494,Evaluation of respiratory protection programs and practices in California hospitals H1N1 influenza pandemic
10," Health care administrators should encourage individual health care workers, in conjunction with infection preventionists and occupational health or industrial hygienists, to examine the appropriate selection and use of protective facemasks",0.8272363888870253,CONTINUING EDUCATION Proper Use of Surgical N95 Respirators and Surgical Masks in the OR Purpose/Goal Approvals Sponsorship or Commercial Support Proper Use of Surgical N95 Respirators and Surgical Masks in the OR N95 RESPIRATORS AND SURGICAL MASKS
30," 5 All medical and nonmedical workers in the hospital, such as doctors, nurses, medical technologists, pharmacists, caregivers who provide critical care or spiritual care, respiratory therapists, reprocessors of reusable medical devices, and cafeteria workers, in addition to the family members and visitors, also require at least 2 surgical masks per day",0.8261301529789924,Stockpile of personal protective equipment in hospital settings: Preparedness for influenza pandemics
13,"Separate evaluation instruments were designed by project staff for use in interviewing health care workers on specific units likely to care for patients with pH1N1 infection, managers of those units, and hospital managers with higher-level responsibilities related to the RPP",0.8227574752415708,Evaluation of respiratory protection programs and practices in California hospitals H1N1 influenza pandemic
14,"According to the 2005 Canadian Nurses Association RN Workforce Profile by Area of Responsibility, our sample is fairly representative of the population of nurses working in medicine/surgery, critical care, and emergency",0.8222375348549842,"The individual, environmental, and organizational factors that influence nurses' use of facial protection to prevent occupational transmission of communicable respiratory illness in acute care hospitals"
