id,text,similarity,title
40,"As in traditional vaccine research, small rodent laboratory animals are principally used for DNA vaccine research",0.8249343997745948,Molecular mechanisms for enhanced DNA vaccine immunogenicity
40," While vaccine success in small animal models does not guarantee translation to humans, such studies remain an important part of the vaccine development pipeline",0.8002921472162218,Molecular mechanisms for enhanced DNA vaccine immunogenicity
35," 81 In a phase I clinical trial evaluating the safety and immunogenicity of DNA vaccine GLS-5700, healthy adults demonstrated development of both binding and neutralizing antibodies, associated with protection in animal models",0.7998871081516661,Development of Novel DNA-Encoded PCSK9 Monoclonal Antibodies as Lipid-Lowering Therapeutics
25, Limited published data on clinical trials pose difficulty to compare efficacy between adjuvants in animals and humans,0.7912677859365058,vaccines Cytolytic Perforin as an Adjuvant to Enhance the Immunogenicity of DNA Vaccines
36," 12 However, immunogenicity of DNA vaccines was often modest in humans, necessitating better delivery methods and improved vaccine antigen expression",0.7910660255494221,Preclinical safety and tolerability of a repeatedly administered human leishmaniasis DNA vaccine
17," Although these formulations have only been investigated in experimental animal models and in vitro applications, the outcomes for developing future AMP-based therapeutics appear promising",0.7878302252750455,viruses Human Antimicrobial Peptides as Therapeutics for Viral Infections
26," In this context, self-replicating RNA virus vectors have proven highly efficient for immunization studies in various animal models [9] ",0.7873720238274895,vaccines Replicon RNA Viral Vectors as Vaccines
41," Then, we examined the potential of the nanoparticles as a nasal vaccine adjuvant and protection against lethal influenza infection in a mouse model and conducted mechanistic analyses",0.78716134430658,Cholesteryl Pullulan Encapsulated TNF-Nanoparticles Are an Effective Mucosal Vaccine Adjuvant against Influenza Virus
4, The data of these two experiments demonstrate the prophylactic and therapeutic efficacy of this new class of human monoclonal antibodies in a highly stringent and clinically relevant ferret model of human influenza,0.7863058951007773,New Class of Monoclonal Antibodies against Severe Influenza: Prophylactic and Therapeutic Efficacy in Ferrets
27," In particular, we used a cynomolgus macaque model, which simulates the H5N1 HPAI virus infection of humans more faithfully and thus has been used as an animal model for vaccine and pathogenesis studies on influenza virus infection [50] ",0.7854228350961265,Protective Efficacy of Passive Immunization with Monoclonal Antibodies in Animal Models of H5N1 Highly Pathogenic Avian Influenza Virus Infection
