id,text,similarity,title
25,"To test this hypothesis, we combined data on the geographic distribution of human MHC class II alleles and prevalence of extracellular pathogens, empirical/computational estimates of epitope-binding promiscuity, and phylogenetic analyses",0.7274158063818398,Pathogen diversity drives the evolution of generalist MHC-II alleles in human populations
15, Patterns of divergence describe substantial genetic differences among strains across the entire FIV genome and define monophyletic viral lineages unique to specific host species (Barr et al,0.7214381673244515,Evolution of feline immunodeficiency virus in Felidae: Implications for human health and wildlife ecology
31,Our initial analysis indicated influence of nucleotide constraints on MARV codon usage patterns,0.7210420305731352,"Genomic analysis of codon usage shows influence of mutation pressure, natural selection, and host features on Marburg virus evolution"
37," Population events that alter genetic diversity -including bottlenecks, expansions, splits and admixture -complicate accurate detection of selected loci",0.7146637897572498,Natural selection and infectious disease in human populations
30, discordant clustering generated by different genetic regions,0.7117872422267376,"Genetic diversity, seasonality and transmission network of human metapneumovirus: identification of a unique sub-lineage of the fusion and attachment genes OPEN"
15,Phylogenetic analyses of concatenated sequences from coding regions excluding env (6435 bp) recapitulate that FIV strains are specific to their host species,0.710658791780313,Evolution of feline immunodeficiency virus in Felidae: Implications for human health and wildlife ecology
23, A Weibull distribution describes disparate physical and biological processes,0.7077206071637621,Origin and Evolution of Viruses
35,"Comparative genomics analysis of well characterized signaling pathways between schistosome and mammalian host indicates that schistosome genome encodes various growth factors, receptors and other critical components to regulate numerous cellular processes during tissue development and organogenesis",0.7038086373653178,"Comparative Analysis of Transcriptional Profiles of Adult Schistosoma japonicum from Different Laboratory Animals and the Natural Host, Water Buffalo"
15,"Although sharing conserved genome organization, large genetic differences exist among species-specific FIV strains",0.703120733651379,Evolution of feline immunodeficiency virus in Felidae: Implications for human health and wildlife ecology
22, Factors determining genetic variability of coronaviruses include point mutations and recombination events,0.7021802528379043,v irus Research Evolutionary implications of genetic variations in the Sl gene of infectious bronchitis virus
