id,text,similarity,title
26," The duties of EMT-P include invasive medical treatments (including endotracheal intubation, initiating intravenous access, and injecting intravenous glucose for hypoglycemic shock), administering medication (sublingual nitroglycerin and bronchodilator for asthma attack), and performing cardiopulmonary resuscitation and ventilator support",0.7110949753482934,Occupational exposure to infection risk and use of personal protective equipment by emergency medical personnel in the Republic of Korea
40, Some of the most frequently prescribed antiviral nucleoside analogues based-drugs are aciclovir for Herpes simplex virus infections and lamivudine for HIV and Hepatitis B virus infections [1] ,0.6694478346487546,pharmaceuticals Use of Aptamers as Diagnostics Tools and Antiviral Agents for Human Viruses
41,"Typically, DNA vaccines are administered by intramuscular injection although other administration routes including intradermal, subcutaneous, oral and intranasal routes are also investigated",0.6673650294335576,Intranasal DNA Vaccine for Protection against Respiratory Infectious Diseases: The Delivery Perspectives
41," When administered intramuscularly, both liposomal formulations were ineffective in preventing tuberculosis infection in mice even after two doses",0.6601663171159696,Intranasal DNA Vaccine for Protection against Respiratory Infectious Diseases: The Delivery Perspectives
23, Pregnant females and participants suffering from upper respiratory tract infection and respiratory diseases requiring treatment were excluded,0.6434928234217339,Self-contamination during doffing of personal protective equipment by healthcare workers to prevent Ebola transmission
41, Human RSV lacks an approved vaccine or an antiviral therapy,0.6417759688227092,Intranasal DNA Vaccine for Protection against Respiratory Infectious Diseases: The Delivery Perspectives
11," 7 Medical procedures that result in aerosolization and subsequent airborne dissemination of respiratory pathogens (eg, endotracheal intubation, oral suctioning, etc) were identified as placing HCWs at increased risk for SARS infection",0.6401292153998461,Evaluation of the rationale for concurrent use of N95 filtering facepiece respirators with loose-fitting powered air-purifying respirators during aerosol-generating medical procedures
40," Neuraminidase inhibitors like oseltamivir, laninamivir, zanamivir, and peramivir are commonly used as antiviral agents to treat influenza infection, especially in Japan",0.6376170773990251,pharmaceuticals Use of Aptamers as Diagnostics Tools and Antiviral Agents for Human Viruses
40," The most effective medical approaches to viral diseases are vaccinations to provide immunity to infection, and antiviral drugs that selectively interfere with viral replication",0.6358923421417539,pharmaceuticals Use of Aptamers as Diagnostics Tools and Antiviral Agents for Human Viruses
41, The first clinical trial of a DNA-based vaccine for HIV-1 infection was published in 1998 in 15 asymptomatic HIV-infected patients who were not using antiviral drugs,0.6347506772200883,Intranasal DNA Vaccine for Protection against Respiratory Infectious Diseases: The Delivery Perspectives
