id,text,similarity,title
25, The authors suggested that the breadth of epitope-binding repertoire shapes genetic susceptibility to Marek's disease virus in chickens and HIV disease progression in humans,0.8463988431094169,Pathogen diversity drives the evolution of generalist MHC-II alleles in human populations
5,Avian coronavirus IBV creates genetic diversity through rapid replication and large population sizes coupled with a high mutation rate and recombination,0.8361264343483817,Molecular evolution and emergence of avian gammacoronaviruses
29,We first analyse polymerase gene sequences of RNA viruses to identify the genetic signatures predicting host species,0.8336903083024141,Feature Selection Methods for Identifying Genetic Determinants of Host Species in RNA Viruses
23,"The complexity of mutant spectra can infl uence disease progression and viral pathogenesis, as demonstrated using virus variants selected for increased replicative fi delity",0.8312174268939989,Origin and Evolution of Viruses
15,"Molecular genetic tools are informative in evaluating emerging pathogens and provide essential information such as pathogen identification, association of particular or novel strains with disease outbreaks, mutational changes leading to increased or decreased pathogenesis, and geographic and/or evolutionary origins of the pathogen",0.8311052889891047,Evolution of feline immunodeficiency virus in Felidae: Implications for human health and wildlife ecology
22,The large number of phenotypically distinct strains of IBV provide a broad genetic background to examine naturally occurring variation associated with outbreaks of coronavirus induced disease,0.8265247065229245,v irus Research Evolutionary implications of genetic variations in the Sl gene of infectious bronchitis virus
37," tuberculosis strain, an accurate phenotype would include sequence data from the pathogen",0.8260763457345334,Natural selection and infectious disease in human populations
25, Immunization of the corresponding HLA transgenic mouse strains with a set of dengue virus-derived peptides revealed a positive relationship between epitope repertoire size and immunogenicity,0.8259740188271267,Pathogen diversity drives the evolution of generalist MHC-II alleles in human populations
15," These are but a few of the growing number of studies using molecular genomic technologies in nonhuman animal species that will advance our ability to identify regulatory/virulence genes in pathogens as well as host genes that regulate transmission, incubation, latency, virulence, morbidity, mortality and the immune response",0.8258204674911379,Evolution of feline immunodeficiency virus in Felidae: Implications for human health and wildlife ecology
23,Populations of RNA viruses subjected to increased mutagenesis by nucleoside analogues display decreases in specifi c infectivity due to accumulation of viral genomes harboring deleterious or lethal mutations ( Crotty et al,0.8250872557982509,Origin and Evolution of Viruses
