id,text,similarity,title
28, Other diseases like hepatitis B and gastroenteritis induced by rotavirus might also be markedly reduced using vaccination,0.8417467895208455,Preparation of recombinant vaccines
12," 34 Depletion of AMs during influenza infection promotes secondary bacterial superinfections, thereby increasing severity of the disease",0.8390504034319975,International Journal of Nanomedicine Dovepress Antiviral efficacy of nanoparticulate vacuolar ATPase inhibitors against influenza virus infection
34,ADCC-mediated clearance of virally infectected cells and ADCC protection following vaccination or natural infection are potentially important immune mechanisms against influenza infection,0.8386305939875236,Antibody-dependent NK cell degranulation as a marker for assessing antibody-dependent cytotoxicity against pandemic 2009 influenza A(H1N1) infection in human plasma and influenza-vaccinated transchromosomic bovine intravenous immunoglobulin therapy
28, Mice vaccinated with an influenza virus vaccine with LTB showed higher systemic and mucosal antibody responses than mice receiving the vaccine alone [82] ,0.8279078251320111,Preparation of recombinant vaccines
10,"Despite the availability of an effective prophylactic vaccine leading to sterilizing immunity, hepatitis B virus (HBV) is responsible for chronic liver disease in more than 250 million individuals, potentially leading to cirrhosis and hepatocellular carcinoma",0.8269356811335319,Human Monoclonal Antibodies as Adjuvant Treatment of Chronic Hepatitis B Virus Infection
4,"These findings show that, in a dose dependent way, prophylactically administered CR6261 confers protection against lethal H5N1 challenge, prevents morbidity and viral dissemination and reduces pulmonary pathology",0.8213518841771675,New Class of Monoclonal Antibodies against Severe Influenza: Prophylactic and Therapeutic Efficacy in Ferrets
26," The low-dose immunization improved early tolerability, but generated inferior antibody responses and failed to prevent vaccine-induced arthritis, dermatitis or vasculitis",0.820563083058265,vaccines Replicon RNA Viral Vectors as Vaccines
34," However, influenza-vaccinated Tc bovine IVIG therapy deserves additional evaluation as a potential therapeutic for critically ill H1N1-infected patients",0.8201399905845018,Antibody-dependent NK cell degranulation as a marker for assessing antibody-dependent cytotoxicity against pandemic 2009 influenza A(H1N1) infection in human plasma and influenza-vaccinated transchromosomic bovine intravenous immunoglobulin therapy
41,Vaccines are the most effective interventions against infectious diseases,0.819843523012678,Cholesteryl Pullulan Encapsulated TNF-Nanoparticles Are an Effective Mucosal Vaccine Adjuvant against Influenza Virus
5," The near-complete effectiveness of combination therapy in our mouse model of acute CHIKV arthritis has implications for treatment of other viral infections in which both virus-and immune-mediated pathology result in morbidity and mortality (for example, influenza and severe acute respiratory syndrome coronavirus)",0.8179281069872661,Therapy with CTLA4-Ig and an antiviral monoclonal antibody controls chikungunya virus arthritis
